order,target,Time Completed,Event ID,Move Kind,Unit Category,Unit Nbr,From Position,From Slot,To Position,To Slot,Che-Put,Unit Arrival Postion,Unit O/B Actual Visit,Unit POD,Unit POL,Unit Type Height,Unit Type Length,Unit Type ISO,Unit Weight (kg),Unit Position,from_yard,from_bay,from_col,from_layer,Ship_id,to_bay,to_col,to_layer,cluster
637,637,25-02-27 1759,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU1999720,Y-TSCT-4A6503.3,4A6503.3,Y-TSCT-Q06,4AA65,R341,T-TJCD1081-1 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25911,V-AILK_009-190914,4A,65,3,3,V-AILK_009,19,9,14,0
638,638,25-02-27 1802,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1787966,Y-TSCT-4A6503.2,4A6503.2,Y-TSCT-Q06,4AA65,R341,T-TJCD1988-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25851,V-AILK_009-170514,4A,65,3,2,V-AILK_009,17,5,14,0
639,639,25-02-27 1804,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6601887,Y-TSCT-4A6503.1,4A6503.1,Y-TSCT-Q06,4AA65,R341,T-TJCA8750-1 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25851,V-AILK_009-190514,4A,65,3,1,V-AILK_009,19,5,14,0
640,640,25-02-27 1807,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3254448,Y-TSCT-4A6501.2,4A6501.2,Y-TSCT-Q06,4AA65,R341,T-TJCK2230-1 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25851,V-AILK_009-170114,4A,65,1,2,V-AILK_009,17,1,14,0
641,641,25-02-27 1809,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU3229254,Y-TSCT-4A6501.1,4A6501.1,Y-TSCT-Q06,4AA65,R341,T-TJCH1877-1 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25731,V-AILK_009-190114,4A,65,1,1,V-AILK_009,19,1,14,0
642,642,25-02-27 1812,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU3190316,Y-TSCT-4A6502.3,4A6502.3,Y-TSCT-Q06,4AA65,R341,T-TJCK2003-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25691,V-AILK_009-170214,4A,65,2,3,V-AILK_009,17,2,14,0
643,643,25-02-27 1814,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU2609843,Y-TSCT-4A6502.2,4A6502.2,Y-TSCT-Q06,4AA65,R341,T-TJCA8771-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25831,V-AILK_009-190214,4A,65,2,2,V-AILK_009,19,2,14,0
644,644,25-02-27 1923,UNIT_YARD_MOVE,LOAD,EXPRT,SEGU2798590,Y-TSCT-4A6511.4,4A6511.4,Y-TSCT-Q05,4AA65,R341,T-TJAU3722-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29100,V-AILK_009-251302,4A,65,11,4,V-AILK_009,25,13,2,12
645,645,25-02-27 1925,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2931677,Y-TSCT-4A6511.3,4A6511.3,Y-TSCT-Q05,4AA65,R341,T-TJCA0731-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27270,V-AILK_009-271302,4A,65,11,3,V-AILK_009,27,13,2,12
646,646,25-02-27 1930,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2335190,Y-TSCT-4A6511.2,4A6511.2,Y-TSCT-Q05,4AA65,R341,T-TJCC5335-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29714,V-AILK_009-251704,4A,65,11,2,V-AILK_009,25,17,4,12
647,647,25-02-27 1932,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3682934,Y-TSCT-4A6511.1,4A6511.1,Y-TSCT-Q05,4AA65,R341,T-TJCJ2550-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29907,V-AILK_009-271704,4A,65,11,1,V-AILK_009,27,17,4,12
648,648,25-02-27 1934,UNIT_YARD_MOVE,LOAD,EXPRT,FCGU2956805,Y-TSCT-4A6510.5,4A6510.5,Y-TSCT-Q05,4AA65,R341,T-TJCD7296-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29721,V-AILK_009-251304,4A,65,10,5,V-AILK_009,25,13,4,12
649,649,25-02-27 1936,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3107728,Y-TSCT-4A6510.4,4A6510.4,Y-TSCT-Q05,4AA65,R341,T-TJC85351-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29555,V-AILK_009-271304,4A,65,10,4,V-AILK_009,27,13,4,12
650,650,25-02-27 1938,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2596440,Y-TSCT-4A6510.3,4A6510.3,Y-TSCT-Q05,4AA65,R341,T-TJCC9707-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29178,V-AILK_009-251906,4A,65,10,3,V-AILK_009,25,19,6,12
651,651,25-02-27 1940,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3713608,Y-TSCT-4A6510.2,4A6510.2,Y-TSCT-Q05,4AA65,R341,T-TJCJ2317-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29568,V-AILK_009-271906,4A,65,10,2,V-AILK_009,27,19,6,12
652,652,25-02-27 1944,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3712767,Y-TSCT-4A6510.1,4A6510.1,Y-TSCT-Q05,4AA65,R341,T-TJCK6656-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29118,V-AILK_009-251506,4A,65,10,1,V-AILK_009,25,15,6,12
653,653,25-02-27 1946,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2169465,Y-TSCT-4A6506.5,4A6506.5,Y-TSCT-Q05,4AA65,R341,T-TJCK6697-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30200,V-AILK_009-271506,4A,65,6,5,V-AILK_009,27,15,6,12
654,654,25-02-27 1952,UNIT_YARD_MOVE,LOAD,EXPRT,RFCU2236412,Y-TSCT-4A6507.5,4A6507.5,Y-TSCT-Q05,4AA65,R341,T-TJC57961-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27400,V-AILK_009-251106,4A,65,7,5,V-AILK_009,25,11,6,12
655,655,25-02-27 1954,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5707909,Y-TSCT-4A6505.5,4A6505.5,Y-TSCT-Q05,4AA65,R341,T-TJC93183-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,28424,V-AILK_009-271106,4A,65,5,5,V-AILK_009,27,11,6,12
656,656,25-02-27 2000,UNIT_YARD_MOVE,LOAD,EXPRT,GLDU3230688,Y-TSCT-4A6507.4,4A6507.4,Y-TSCT-Q05,4AA65,R341,T-TJCA3600-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27322,V-AILK_009-251708,4A,65,7,4,V-AILK_009,25,17,8,12
657,657,25-02-27 2002,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU3538957,Y-TSCT-4A6506.4,4A6506.4,Y-TSCT-Q05,4AA65,R341,T-TJC85351-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29539,V-AILK_009-271708,4A,65,6,4,V-AILK_009,27,17,8,12
658,658,25-02-27 2008,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2733478,Y-TSCT-4A6505.4,4A6505.4,Y-TSCT-Q05,4AA65,R341,T-TJCK6219-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29178,V-AILK_009-251308,4A,65,5,4,V-AILK_009,25,13,8,12
659,659,25-02-27 2009,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1142764,Y-TSCT-4A6506.3,4A6506.3,Y-TSCT-Q05,4AA65,R341,T-BJAGQ538-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27861,V-AILK_009-271308,4A,65,6,3,V-AILK_009,27,13,8,12
660,660,25-02-27 2014,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU4211969,Y-TSCT-4A6507.3,4A6507.3,Y-TSCT-Q05,4AA65,R341,T-TJC59063-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24670,V-AILK_009-251910,4A,65,7,3,V-AILK_009,25,19,10,12
661,661,25-02-27 2016,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2105455,Y-TSCT-4A6505.3,4A6505.3,Y-TSCT-Q05,4AA65,R341,T-TJC85787-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27150,V-AILK_009-271910,4A,65,5,3,V-AILK_009,27,19,10,12
662,662,25-02-27 2026,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1148063,Y-TSCT-4A6506.2,4A6506.2,Y-TSCT-Q05,4AA65,R341,T-TJCF1975-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,28861,V-AILK_009-251510,4A,65,6,2,V-AILK_009,25,15,10,12
663,663,25-02-27 2028,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU2346441,Y-TSCT-4A6505.2,4A6505.2,Y-TSCT-Q05,4AA65,R341,T-TJAW1799-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29100,V-AILK_009-271510,4A,65,5,2,V-AILK_009,27,15,10,12
664,664,25-02-27 2033,UNIT_YARD_MOVE,LOAD,EXPRT,CORU2023450,Y-TSCT-4A6507.2,4A6507.2,Y-TSCT-Q05,4AA65,R341,T-TJC55102-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23792,V-AILK_009-251110,4A,65,7,2,V-AILK_009,25,11,10,12
665,665,25-02-27 2035,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU2597547,Y-TSCT-4A6506.1,4A6506.1,Y-TSCT-Q05,4AA65,R341,T-TJC68775-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,24387,V-AILK_009-271110,4A,65,6,1,V-AILK_009,27,11,10,12
666,666,25-02-27 2038,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1137520,Y-TSCT-4A6507.1,4A6507.1,Y-TSCT-Q05,4AA65,R341,T-TJCD5965-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29056,V-AILK_009-251712,4A,65,7,1,V-AILK_009,25,17,12,12
667,667,25-02-27 2040,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU3650746,Y-TSCT-4A6505.1,4A6505.1,Y-TSCT-Q05,4AA65,R341,T-TJAW1778-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29580,V-AILK_009-271712,4A,65,5,1,V-AILK_009,27,17,12,12
668,668,25-02-27 2044,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU2948691,Y-TSCT-4A6509.5,4A6509.5,Y-TSCT-Q05,4AA65,R341,T-TJCG1715-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-251312,4A,65,9,5,V-AILK_009,25,13,12,12
669,669,25-02-27 2046,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU3047630,Y-TSCT-4A6508.5,4A6508.5,Y-TSCT-Q05,4AA65,R341,T-TJCA7322-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21496,V-AILK_009-271312,4A,65,8,5,V-AILK_009,27,13,12,12
670,670,25-02-27 2052,UNIT_YARD_MOVE,LOAD,EXPRT,FBIU0400387,Y-TSCT-4A6509.4,4A6509.4,Y-TSCT-Q05,4AA65,R341,T-TJCK6816-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-251914,4A,65,9,4,V-AILK_009,25,19,14,12
671,671,25-02-27 2055,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1090689,Y-TSCT-4A6508.4,4A6508.4,Y-TSCT-Q05,4AA65,R341,T-TJCK2761-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-271914,4A,65,8,4,V-AILK_009,27,19,14,12
672,672,25-02-27 2101,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU3058538,Y-TSCT-4A6509.3,4A6509.3,Y-TSCT-Q05,4AA65,R341,T-TJCK0259-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21559,V-AILK_009-251514,4A,65,9,3,V-AILK_009,25,15,14,12
673,673,25-02-27 2102,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2713050,Y-TSCT-4A6508.3,4A6508.3,Y-TSCT-Q05,4AA65,R341,T-TJCK2329-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23320,V-AILK_009-271514,4A,65,8,3,V-AILK_009,27,15,14,12
674,674,25-02-27 2105,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2540604,Y-TSCT-4A6509.2,4A6509.2,Y-TSCT-Q05,4AA65,R341,T-TJC59935-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22578,V-AILK_009-251314,4A,65,9,2,V-AILK_009,25,13,14,12
675,675,25-02-27 2106,UNIT_YARD_MOVE,LOAD,EXPRT,DFSU2705246,Y-TSCT-4A6508.2,4A6508.2,Y-TSCT-Q05,4AA65,R341,T-TJCF5376-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,21066,V-AILK_009-271314,4A,65,8,2,V-AILK_009,27,13,14,12
676,676,25-02-27 2108,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU3543103,Y-TSCT-4A6509.1,4A6509.1,Y-TSCT-Q05,4AA65,R341,T-BJA00453F-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,22420,V-AILK_009-251114,4A,65,9,1,V-AILK_009,25,11,14,12
677,677,25-02-27 2110,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1054380,Y-TSCT-4A6508.1,4A6508.1,Y-TSCT-Q05,4AA65,R341,T-TJC85706-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,23240,V-AILK_009-271114,4A,65,8,1,V-AILK_009,27,11,14,12
678,678,25-02-27 2018,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU7906565,Y-TSCT-4A7003.4,4A7003.4,Y-TSCT-Q06,4AA70,R341,T-TJCJ7206-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,20392,V-AILK_009-180220,4A,70,3,4,V-AILK_009,18,2,20,0
679,679,25-02-27 2021,UNIT_YARD_MOVE,LOAD,EXPRT,TIIU4158386,Y-TSCT-4A7003.3,4A7003.3,Y-TSCT-Q06,4AA70,R341,T-TJC68932-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,21850,V-AILK_009-180420,4A,70,3,3,V-AILK_009,18,4,20,0
680,680,25-02-27 2023,UNIT_YARD_MOVE,LOAD,EXPRT,TRLU7011560,Y-TSCT-4A7005.4,4A7005.4,Y-TSCT-Q02,4AA70,R341,T-TJCB1380-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,30968,V-AILK_009-620214,4A,70,5,4,V-AILK_009,62,2,14,0
681,681,25-02-27 2031,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU8641867,Y-TSCT-4A7006.4,4A7006.4,Y-TSCT-Q02,4AA70,R341,T-TJC67810-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,32080,V-AILK_009-620414,4A,70,6,4,V-AILK_009,62,4,14,0
682,682,25-02-27 2042,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU7240338,Y-TSCT-4A7005.3,4A7005.3,Y-TSCT-Q02,4AA70,R341,T-TJCJ7091-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31700,V-AILK_009-620614,4A,70,5,3,V-AILK_009,62,6,14,0
683,683,25-02-27 2048,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU7324977,Y-TSCT-4A7004.4,4A7004.4,Y-TSCT-Q02,4AA70,R341,T-TJC91867-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,27798,V-AILK_009-620814,4A,70,4,4,V-AILK_009,62,8,14,0
684,684,25-02-27 2050,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU8653865,Y-TSCT-4A7004.3,4A7004.3,Y-TSCT-Q02,4AA70,R341,T-TJC58578-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,27658,V-AILK_009-621014,4A,70,4,3,V-AILK_009,62,10,14,0
685,685,25-02-27 2056,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU7516162,Y-TSCT-4A7006.3,4A7006.3,Y-TSCT-Q02,4AA70,R341,T-TJC85951-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31840,V-AILK_009-620216,4A,70,6,3,V-AILK_009,62,2,16,0
686,686,25-02-27 2059,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU5518855,Y-TSCT-4A7005.2,4A7005.2,Y-TSCT-Q02,4AA70,R341,T-TJC58975-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31840,V-AILK_009-620416,4A,70,5,2,V-AILK_009,62,4,16,0
687,687,25-02-27 2113,UNIT_YARD_MOVE,LOAD,EXPRT,TGCU5029243,Y-TSCT-4A7006.2,4A7006.2,Y-TSCT-Q02,4AA70,R341,T-TJC36298-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31770,V-AILK_009-620616,4A,70,6,2,V-AILK_009,62,6,16,0
688,688,25-02-27 2115,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8485157,Y-TSCT-4A7004.2,4A7004.2,Y-TSCT-Q02,4AA70,R341,T-TJCC5970-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,27798,V-AILK_009-620816,4A,70,4,2,V-AILK_009,62,8,16,0
689,689,25-02-27 2133,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU8211234,Y-TSCT-4A7005.1,4A7005.1,Y-TSCT-Q02,4AA70,R341,T-TJC91867-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,27898,V-AILK_009-620218,4A,70,5,1,V-AILK_009,62,2,18,0
690,690,25-02-27 2137,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8728093,Y-TSCT-4A7006.1,4A7006.1,Y-TSCT-Q02,4AA70,R341,T-TJC57299-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31400,V-AILK_009-620418,4A,70,6,1,V-AILK_009,62,4,18,0
691,691,25-02-27 2144,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU8607010,Y-TSCT-4A7007.2,4A7007.2,Y-TSCT-Q02,4AA70,R341,T-TJCH9150-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31700,V-AILK_009-620618,4A,70,7,2,V-AILK_009,62,6,18,0
692,692,25-02-27 2200,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU5220808,Y-TSCT-4A7004.1,4A7004.1,Y-TSCT-Q02,4AA70,R341,T-TJCJ2317-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,25928,V-AILK_009-620420,4A,70,4,1,V-AILK_009,62,4,20,0
693,693,25-02-27 2207,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU4843988,Y-TSCT-4A7007.1,4A7007.1,Y-TSCT-Q02,4AA70,R341,T-TJC91060-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,31640,V-AILK_009-620620,4A,70,7,1,V-AILK_009,62,6,20,0
694,694,25-02-27 2344,UNIT_YARD_MOVE,LOAD,EXPRT,BEAU5670337,Y-TSCT-4A7002.4,4A7002.4,Y-TSCT-Q02,4AA70,R341,T-TJCJ7091-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM96,NOM40,45G1,16270,V-AILK_009-620882,4A,70,2,4,V-AILK_009,62,8,82,0
695,695,25-02-27 1846,UNIT_YARD_MOVE,LOAD,EXPRT,CLHU3915116,Y-TSCT-4A7311.4,4A7311.4,Y-TSCT-Q05,4AA73,R341,T-TJCA8290-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29763,V-AILK_009-251402,4A,73,11,4,V-AILK_009,25,14,2,2
696,696,25-02-27 1848,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU1648080,Y-TSCT-4A7311.3,4A7311.3,Y-TSCT-Q05,4AA73,R341,T-TJCG1533-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29723,V-AILK_009-271402,4A,73,11,3,V-AILK_009,27,14,2,2
697,697,25-02-27 1906,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU2004025,Y-TSCT-4A7311.2,4A7311.2,Y-TSCT-Q05,4AA73,R341,T-TJCA8290-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29613,V-AILK_009-251404,4A,73,11,2,V-AILK_009,25,14,4,2
698,698,25-02-27 1908,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1533410,Y-TSCT-4A7311.1,4A7311.1,Y-TSCT-Q05,4AA73,R341,T-TJC80806-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29739,V-AILK_009-271404,4A,73,11,1,V-AILK_009,27,14,4,2
699,699,25-02-27 1910,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1218297,Y-TSCT-4A7310.5,4A7310.5,Y-TSCT-Q05,4AA73,R341,T-TJC93512-3 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27430,V-AILK_009-251804,4A,73,10,5,V-AILK_009,25,18,4,2
700,700,25-02-27 1912,UNIT_YARD_MOVE,LOAD,EXPRT,IPXU3990503,Y-TSCT-4A7309.5,4A7309.5,Y-TSCT-Q05,4AA73,R341,T-TJCE2960-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29686,V-AILK_009-271804,4A,73,9,5,V-AILK_009,27,18,4,2
701,701,25-02-27 1914,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2908194,Y-TSCT-4A7308.5,4A7308.5,Y-TSCT-Q05,4AA73,R341,T-TJCJ7166-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29530,V-AILK_009-251406,4A,73,8,5,V-AILK_009,25,14,6,2
702,702,25-02-27 1916,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU4227116,Y-TSCT-4A7307.5,4A7307.5,Y-TSCT-Q05,4AA73,R341,T-TJCG1606-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29590,V-AILK_009-271406,4A,73,7,5,V-AILK_009,27,14,6,2
703,703,25-02-27 1918,UNIT_YARD_MOVE,LOAD,EXPRT,FCIU6035391,Y-TSCT-4A7306.5,4A7306.5,Y-TSCT-Q05,4AA73,R341,T-TJCK2095-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27399,V-AILK_009-251806,4A,73,6,5,V-AILK_009,25,18,6,2
704,704,25-02-27 1920,UNIT_YARD_MOVE,LOAD,EXPRT,TTNU1823824,Y-TSCT-4A7310.4,4A7310.4,Y-TSCT-Q05,4AA73,R341,T-TJC85027-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29875,V-AILK_009-271806,4A,73,10,4,V-AILK_009,27,18,6,2
705,705,25-02-27 2117,UNIT_YARD_MOVE,LOAD,EXPRT,CAXU6569404,Y-TSCT-4A7309.4,4A7309.4,Y-TSCT-Q05,4AA73,R341,T-TJCJ2888-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,30280,V-AILK_009-251408,4A,73,9,4,V-AILK_009,25,14,8,2
706,706,25-02-27 2119,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6365837,Y-TSCT-4A7308.4,4A7308.4,Y-TSCT-Q05,4AA73,R341,T-TJC93690-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,28538,V-AILK_009-271408,4A,73,8,4,V-AILK_009,27,14,8,2
707,707,25-02-27 2121,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3894584,Y-TSCT-4A7307.4,4A7307.4,Y-TSCT-Q05,4AA73,R341,T-TJCG1533-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29830,V-AILK_009-251608,4A,73,7,4,V-AILK_009,25,16,8,2
708,708,25-02-27 2123,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1608989,Y-TSCT-4A7306.4,4A7306.4,Y-TSCT-Q05,4AA73,R341,T-TJCH1326-1 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27392,V-AILK_009-271608,4A,73,6,4,V-AILK_009,27,16,8,2
709,709,25-02-27 2126,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1509616,Y-TSCT-4A7310.3,4A7310.3,Y-TSCT-Q05,4AA73,R341,T-TJC80806-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29562,V-AILK_009-252008,4A,73,10,3,V-AILK_009,25,20,8,2
710,710,25-02-27 2128,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU2016271,Y-TSCT-4A7309.3,4A7309.3,Y-TSCT-Q05,4AA73,R341,T-TJCE2960-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29705,V-AILK_009-272008,4A,73,9,3,V-AILK_009,27,20,8,2
711,711,25-02-27 2130,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6407151,Y-TSCT-4A7308.3,4A7308.3,Y-TSCT-Q05,4AA73,R341,T-TJCA9969-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27361,V-AILK_009-251410,4A,73,8,3,V-AILK_009,25,14,10,2
712,712,25-02-27 2131,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6567355,Y-TSCT-4A7307.3,4A7307.3,Y-TSCT-Q05,4AA73,R341,T-TJC80806-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29320,V-AILK_009-271410,4A,73,7,3,V-AILK_009,27,14,10,2
713,713,25-02-27 2139,UNIT_YARD_MOVE,LOAD,EXPRT,TCKU3881714,Y-TSCT-4A7306.3,4A7306.3,Y-TSCT-Q05,4AA73,R341,T-TJCH1337-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,27316,V-AILK_009-251810,4A,73,6,3,V-AILK_009,25,18,10,2
714,714,25-02-27 2141,UNIT_YARD_MOVE,LOAD,EXPRT,FYCU7076376,Y-TSCT-4A7310.2,4A7310.2,Y-TSCT-Q05,4AA73,R341,T-TJCE2298-2 (TQ),AILK_009,AEJEA,CNTSN,NOM86,NOM20,22G1,29531,V-AILK_009-271810,4A,73,10,2,V-AILK_009,27,18,10,2
