order,target,Time Completed,Event ID,Move Kind,Unit Category,Unit Nbr,From Position,From Slot,To Position,To Slot,Che-Put,Unit Arrival Postion,Unit O/B Actual Visit,Unit POD,Unit POL,Unit Type Height,Unit Type Length,Unit Type ISO,Unit Weight (kg),Unit Position,from_yard,from_bay,from_col,from_layer,Ship_id,to_bay,to_col,to_layer,cluster
559,559,25-02-27 2259,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU7813371,Y-TSCT-3A7803.2,3A7803.2,Y-TSCT-Q01,3AA78,R331,T-TJCC5828-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14592,V-AILK_009-821980,3A,78,3,2,V-AILK_009,82,19,80,6
560,560,25-02-27 2307,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU8835380,Y-TSCT-3A7803.1,3A7803.1,Y-TSCT-Q01,3AA78,R331,T-TJCF1118-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14692,V-AILK_009-821680,3A,78,3,1,V-AILK_009,82,16,80,6
561,561,25-02-27 2309,UNIT_YARD_MOVE,LOAD,EXPRT,TGBU7734491,Y-TSCT-3A7802.4,3A7802.4,Y-TSCT-Q01,3AA78,R331,T-TJCG2099-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14452,V-AILK_009-821880,3A,78,2,4,V-AILK_009,82,18,80,6
562,562,25-02-27 2311,UNIT_YARD_MOVE,LOAD,EXPRT,FFAU2331058,Y-TSCT-3A7802.3,3A7802.3,Y-TSCT-Q01,3AA78,R331,T-TJC67153-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,13900,V-AILK_009-822080,3A,78,2,3,V-AILK_009,82,20,80,6
563,563,25-02-27 2313,UNIT_YARD_MOVE,LOAD,EXPRT,DFSU7505981,Y-TSCT-3A7802.2,3A7802.2,Y-TSCT-Q01,3AA78,R331,T-TJCC2090-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14000,V-AILK_009-822280,3A,78,2,2,V-AILK_009,82,22,80,6
564,564,25-02-27 2317,UNIT_YARD_MOVE,LOAD,EXPRT,CAAU5627970,Y-TSCT-3A7802.1,3A7802.1,Y-TSCT-Q01,3AA78,R331,T-TJCB6102-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,14452,V-AILK_009-821782,3A,78,2,1,V-AILK_009,82,17,82,6
565,565,25-02-27 2041,UNIT_YARD_MOVE,LOAD,EXPRT,TXGU5530892,Y-TSCT-3A8202.3,3A8202.3,Y-TSCT-Q01,3AA82,R331,T-TJCM1602-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,8400,V-AILK_009-822014,3A,82,2,3,V-AILK_009,82,20,14,14
566,566,25-02-27 2044,UNIT_YARD_MOVE,LOAD,EXPRT,TXGU5396459,Y-TSCT-3A8202.2,3A8202.2,Y-TSCT-Q01,3AA82,R331,T-TJCG8261-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,8797,V-AILK_009-821916,3A,82,2,2,V-AILK_009,82,19,16,14
567,567,25-02-27 2046,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU4276005,Y-TSCT-3A8202.1,3A8202.1,Y-TSCT-Q01,3AA82,R331,T-TJCK6580-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,8242,V-AILK_009-822016,3A,82,2,1,V-AILK_009,82,20,16,14
568,568,25-02-27 2048,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU4724671,Y-TSCT-3A8203.4,3A8203.4,Y-TSCT-Q04,3AA82,R331,T-TJCK6083-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32370,V-AILK_009-341614,3A,82,3,4,V-AILK_009,34,16,14,5
569,569,25-02-27 2050,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6417317,Y-TSCT-3A8203.3,3A8203.3,Y-TSCT-Q04,3AA82,R331,T-TJCK6528-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32297,V-AILK_009-341814,3A,82,3,3,V-AILK_009,34,18,14,5
570,570,25-02-27 2103,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU5575116,Y-TSCT-3A8203.2,3A8203.2,Y-TSCT-Q04,3AA82,R331,T-TJCK2301-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32230,V-AILK_009-342014,3A,82,3,2,V-AILK_009,34,20,14,5
571,571,25-02-27 2112,UNIT_YARD_MOVE,LOAD,EXPRT,TIIU4795553,Y-TSCT-3A8201.2,3A8201.2,Y-TSCT-Q04,3AA82,R331,T-TJCK6862-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32230,V-AILK_009-341616,3A,82,1,2,V-AILK_009,34,16,16,5
572,572,25-02-27 2118,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU6898178,Y-TSCT-3A8203.1,3A8203.1,Y-TSCT-Q04,3AA82,R331,T-TJCK6323-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32380,V-AILK_009-341816,3A,82,3,1,V-AILK_009,34,18,16,5
573,573,25-02-27 2120,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU8989001,Y-TSCT-3A8201.1,3A8201.1,Y-TSCT-Q04,3AA82,R331,T-TJCK6323-2 (TQ),AILK_009,QAHMD,CNTSN,NOM96,NOM40,45G1,32370,V-AILK_009-342016,3A,82,1,1,V-AILK_009,34,20,16,5
574,574,25-02-27 2221,UNIT_YARD_MOVE,LOAD,EXPRT,MSCU7816142,Y-TSCT-3A8206.3,3A8206.3,Y-TSCT-Q01,3AA82,R331,T-HBATD131-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31900,V-AILK_009-821818,3A,82,6,3,V-AILK_009,82,18,18,14
575,575,25-02-27 2236,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6162160,Y-TSCT-3A8206.2,3A8206.2,Y-TSCT-Q01,3AA82,R331,T-TJCC2757-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31900,V-AILK_009-822018,3A,82,6,2,V-AILK_009,82,20,18,14
576,576,25-02-27 2241,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU5359974,Y-TSCT-3A8206.1,3A8206.1,Y-TSCT-Q01,3AA82,R331,T-TJC56621-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31490,V-AILK_009-821678,3A,82,6,1,V-AILK_009,82,16,78,14
577,577,25-02-27 2245,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6541307,Y-TSCT-3A8205.5,3A8205.5,Y-TSCT-Q01,3AA82,R331,T-BJAMC801-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,23900,V-AILK_009-822078,3A,82,5,5,V-AILK_009,82,20,78,14
578,578,25-02-27 2250,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU5792791,Y-TSCT-3A8205.4,3A8205.4,Y-TSCT-Q01,3AA82,R331,T-TJCK6580-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,26688,V-AILK_009-822278,3A,82,5,4,V-AILK_009,82,22,78,14
579,579,25-02-27 2256,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU8248978,Y-TSCT-3A8205.1,3A8205.1,Y-TSCT-Q01,3AA82,R331,T-TJCD3058-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31490,V-AILK_009-821878,3A,82,5,1,V-AILK_009,82,18,78,14
580,580,25-02-27 2302,UNIT_YARD_MOVE,LOAD,EXPRT,MSCU5447343,Y-TSCT-3A8206.1,3A8206.1,Y-TSCT-Q01,3AA82,R331,T-TJCD3156-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31490,V-AILK_009-821780,3A,82,6,1,V-AILK_009,82,17,80,14
581,581,25-02-27 2305,UNIT_YARD_MOVE,LOAD,EXPRT,TXGU5431539,Y-TSCT-3A8202.1,3A8202.1,Y-TSCT-Q01,3AA82,R331,T-TJCF1716-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,31540,V-AILK_009-821580,3A,82,2,1,V-AILK_009,82,15,80,14
582,582,25-02-27 2314,UNIT_YARD_MOVE,LOAD,EXPRT,TRHU8797688,Y-TSCT-3A8207.3,3A8207.3,Y-TSCT-Q01,3AA82,R331,T-TJAW1706-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,15150,V-AILK_009-821982,3A,82,7,3,V-AILK_009,82,19,82,14
583,583,25-02-27 2319,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU6227019,Y-TSCT-3A8207.2,3A8207.2,Y-TSCT-Q01,3AA82,R331,T-TJCK6082-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,13030,V-AILK_009-821882,3A,82,7,2,V-AILK_009,82,18,82,14
584,584,25-02-27 2321,UNIT_YARD_MOVE,LOAD,EXPRT,TGHU9013602,Y-TSCT-3A8207.1,3A8207.1,Y-TSCT-Q01,3AA82,R331,T-TJCD0196-2 (TQ),AILK_009,AEAUH,CNTSN,NOM96,NOM40,45G1,15370,V-AILK_009-822082,3A,82,7,1,V-AILK_009,82,20,82,14
585,585,25-02-27 1851,UNIT_YARD_MOVE,LOAD,EXPRT,FBIU0457016,Y-TSCT-4A1909.5,4A1909.5,Y-TSCT-Q04,4AA19,R342,T-TJCB6118-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29566,V-AILK_009-331502,4A,19,9,5,V-AILK_009,33,15,2,15
586,586,25-02-27 1853,UNIT_YARD_MOVE,LOAD,EXPRT,SEGU2800531,Y-TSCT-4A1908.5,4A1908.5,Y-TSCT-Q04,4AA19,R342,T-TJCD5965-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29592,V-AILK_009-351502,4A,19,8,5,V-AILK_009,35,15,2,15
587,587,25-02-27 1904,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2956070,Y-TSCT-4A1909.4,4A1909.4,Y-TSCT-Q04,4AA19,R342,T-TJCF1975-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29794,V-AILK_009-331704,4A,19,9,4,V-AILK_009,33,17,4,15
588,588,25-02-27 1906,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2519554,Y-TSCT-4A1908.4,4A1908.4,Y-TSCT-Q04,4AA19,R342,T-TJCB9578-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29678,V-AILK_009-351704,4A,19,8,4,V-AILK_009,35,17,4,15
589,589,25-02-27 1934,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2076920,Y-TSCT-4A1909.3,4A1909.3,Y-TSCT-Q04,4AA19,R342,T-TJCJ2632-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29936,V-AILK_009-331906,4A,19,9,3,V-AILK_009,33,19,6,15
590,590,25-02-27 1936,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU1239561,Y-TSCT-4A1908.3,4A1908.3,Y-TSCT-Q04,4AA19,R342,T-TJC91778-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29580,V-AILK_009-351906,4A,19,8,3,V-AILK_009,35,19,6,15
591,591,25-02-27 1959,UNIT_YARD_MOVE,LOAD,EXPRT,BMOU2885969,Y-TSCT-4A1901.1,4A1901.1,Y-TSCT-Q04,4AA19,R342,T-TJCK2901-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,26630,V-AILK_009-331708,4A,19,1,1,V-AILK_009,33,17,8,15
592,592,25-02-27 2001,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2219739,Y-TSCT-4A1909.3,4A1909.3,Y-TSCT-Q04,4AA19,R342,T-TJC87026-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,25060,V-AILK_009-351708,4A,19,9,3,V-AILK_009,35,17,8,15
593,593,25-02-27 2016,UNIT_YARD_MOVE,LOAD,EXPRT,BEAU2964467,Y-TSCT-4A1909.2,4A1909.2,Y-TSCT-Q04,4AA19,R342,T-TJC55815-1 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,30182,V-AILK_009-331710,4A,19,9,2,V-AILK_009,33,17,10,15
594,594,25-02-27 2019,UNIT_YARD_MOVE,LOAD,EXPRT,HPCU2369164,Y-TSCT-4A1908.2,4A1908.2,Y-TSCT-Q04,4AA19,R342,T-BJANH038-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29396,V-AILK_009-351710,4A,19,8,2,V-AILK_009,35,17,10,15
595,595,25-02-27 2025,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1195213,Y-TSCT-4A1910.2,4A1910.2,Y-TSCT-Q04,4AA19,R342,T-TJC57731-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,28952,V-AILK_009-331610,4A,19,10,2,V-AILK_009,33,16,10,15
596,596,25-02-27 2027,UNIT_YARD_MOVE,LOAD,EXPRT,MSBU1121566,Y-TSCT-4A1910.1,4A1910.1,Y-TSCT-Q04,4AA19,R342,T-TJC91066-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,28688,V-AILK_009-351610,4A,19,10,1,V-AILK_009,35,16,10,15
597,597,25-02-27 2029,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU3944294,Y-TSCT-4A1911.4,4A1911.4,Y-TSCT-Q04,4AA19,R342,T-TJCK2082-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,3866,V-AILK_009-332010,4A,19,11,4,V-AILK_009,33,20,10,15
598,598,25-02-27 2030,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3152801,Y-TSCT-4A1911.3,4A1911.3,Y-TSCT-Q04,4AA19,R342,T-SXA05762D-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,3257,V-AILK_009-352010,4A,19,11,3,V-AILK_009,35,20,10,15
599,599,25-02-27 2035,UNIT_YARD_MOVE,LOAD,EXPRT,CXDU1741626,Y-TSCT-4A1909.1,4A1909.1,Y-TSCT-Q04,4AA19,R342,T-TJC87692-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,29250,V-AILK_009-331912,4A,19,9,1,V-AILK_009,33,19,12,15
600,600,25-02-27 2038,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU2199680,Y-TSCT-4A1908.1,4A1908.1,Y-TSCT-Q04,4AA19,R342,T-TJC67096-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,28573,V-AILK_009-351912,4A,19,8,1,V-AILK_009,35,19,12,15
601,601,25-02-27 2039,UNIT_YARD_MOVE,LOAD,EXPRT,CXDU1457327,Y-TSCT-4A1911.2,4A1911.2,Y-TSCT-Q04,4AA19,R342,T-TJC67829-2 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,4670,V-AILK_009-331812,4A,19,11,2,V-AILK_009,33,18,12,15
602,602,25-02-27 2041,UNIT_YARD_MOVE,LOAD,EXPRT,SEKU1302307,Y-TSCT-4A1911.1,4A1911.1,Y-TSCT-Q04,4AA19,R342,T-TJC87026-3 (TQ),AILK_009,QAHMD,CNTSN,NOM86,NOM20,22G1,5620,V-AILK_009-351812,4A,19,11,1,V-AILK_009,35,18,12,15
603,603,25-02-27 2320,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU6555077,Y-TSCT-4A2511.4,4A2511.4,Y-TSCT-Q03,4AA25,R342,T-TJCE2698-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,24770,V-AILK_009-490508,4A,25,11,4,V-AILK_009,49,5,8,7
604,604,25-02-27 2322,UNIT_YARD_MOVE,LOAD,EXPRT,TCLU7624157,Y-TSCT-4A2511.3,4A2511.3,Y-TSCT-Q03,4AA25,R342,T-SDUP6708-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,26920,V-AILK_009-510508,4A,25,11,3,V-AILK_009,51,5,8,7
605,605,25-02-27 2325,UNIT_YARD_MOVE,LOAD,EXPRT,TLLU3188270,Y-TSCT-4A2511.2,4A2511.2,Y-TSCT-Q03,4AA25,R342,T-TJCF1997-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,29200,V-AILK_009-490108,4A,25,11,2,V-AILK_009,49,1,8,7
606,606,25-02-27 2327,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU3220697,Y-TSCT-4A2511.1,4A2511.1,Y-TSCT-Q03,4AA25,R342,T-TJCC5335-2 (TQ),AILK_009,EGSUZ,CNTSN,NOM86,NOM20,22G1,29380,V-AILK_009-510108,4A,25,11,1,V-AILK_009,51,1,8,7
607,607,25-02-27 1955,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1068432,Y-TSCT-4A2701.2,4A2701.2,Y-TSCT-Q01,4AA27,R342,T-TJA22660D-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22766,V-AILK_009-812012,4A,27,1,2,V-AILK_009,81,20,12,0
608,608,25-02-27 1957,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2652103,Y-TSCT-4A2701.1,4A2701.1,Y-TSCT-Q01,4AA27,R342,T-TJC85769-1 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,22884,V-AILK_009-832012,4A,27,1,1,V-AILK_009,83,20,12,0
609,609,25-02-27 2308,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2552572,Y-TSCT-4A2709.4,4A2709.4,Y-TSCT-Q06,4AA27,R342,T-TJC68066-3 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,19403,V-AILK_009-131914,4A,27,9,4,V-AILK_009,13,19,14,0
610,610,25-02-27 2309,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU1713846,Y-TSCT-4A2709.3,4A2709.3,Y-TSCT-Q06,4AA27,R342,T-TJCM1213-2 (TQ),AILK_009,AEAUH,CNTSN,NOM86,NOM20,22G1,21000,V-AILK_009-151914,4A,27,9,3,V-AILK_009,15,19,14,0
611,611,25-02-27 1414,UNIT_YARD_MOVE,LOAD,EXPRT,MSNU1228968,Y-TSCT-4A4908.1,4A4908.1,Y-TSCT-Q06,4AA49,R342,T-TJCM5110-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,20880,V-AILK_009-190402,4A,49,8,1,V-AILK_009,19,4,2,0
612,612,25-02-27 1830,UNIT_YARD_MOVE,LOAD,EXPRT,TEMU5378508,Y-TSCT-4A4909.5,4A4909.5,Y-TSCT-Q02,4AA49,R342,T-TJCA8293-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,30400,V-AILK_009-610912,4A,49,9,5,V-AILK_009,61,9,12,0
613,613,25-02-27 1832,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3678169,Y-TSCT-4A4909.4,4A4909.4,Y-TSCT-Q02,4AA49,R342,T-HBJ1Z885-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,28405,V-AILK_009-630912,4A,49,9,4,V-AILK_009,63,9,12,0
614,614,25-02-27 1841,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3681706,Y-TSCT-4A4909.3,4A4909.3,Y-TSCT-Q02,4AA49,R342,T-TJC75667-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,28405,V-AILK_009-610512,4A,49,9,3,V-AILK_009,61,5,12,0
615,615,25-02-27 1844,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2598070,Y-TSCT-4A4909.2,4A4909.2,Y-TSCT-Q02,4AA49,R342,T-TJC67810-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25842,V-AILK_009-630512,4A,49,9,2,V-AILK_009,63,5,12,0
616,616,25-02-27 1847,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3684201,Y-TSCT-4A4909.1,4A4909.1,Y-TSCT-Q02,4AA49,R342,T-TJC97881-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610112,4A,49,9,1,V-AILK_009,61,1,12,0
617,617,25-02-27 1849,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683191,Y-TSCT-4A4910.5,4A4910.5,Y-TSCT-Q02,4AA49,R342,T-TJC79065-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630112,4A,49,10,5,V-AILK_009,63,1,12,0
618,618,25-02-27 2010,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688341,Y-TSCT-4A4911.4,4A4911.4,Y-TSCT-Q02,4AA49,R342,T-TJC97006-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610612,4A,49,11,4,V-AILK_009,61,6,12,0
619,619,25-02-27 2011,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2009071,Y-TSCT-4A4911.3,4A4911.3,Y-TSCT-Q02,4AA49,R342,T-TJC85089-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25220,V-AILK_009-630612,4A,49,11,3,V-AILK_009,63,6,12,0
620,620,25-02-27 2021,UNIT_YARD_MOVE,LOAD,EXPRT,CAIU2107710,Y-TSCT-4A4911.2,4A4911.2,Y-TSCT-Q02,4AA49,R342,T-TJCK2066-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25160,V-AILK_009-611012,4A,49,11,2,V-AILK_009,61,10,12,0
621,621,25-02-27 2023,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU5547760,Y-TSCT-4A4911.1,4A4911.1,Y-TSCT-Q02,4AA49,R342,T-TJC68066-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25980,V-AILK_009-631012,4A,49,11,1,V-AILK_009,63,10,12,0
622,622,25-02-27 2207,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689203,Y-TSCT-4A4905.5,4A4905.5,Y-TSCT-Q02,4AA49,R342,T-TJC75667-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610978,4A,49,5,5,V-AILK_009,61,9,78,0
623,623,25-02-27 2209,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2786678,Y-TSCT-4A4904.5,4A4904.5,Y-TSCT-Q02,4AA49,R342,T-TJCK6657-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,24900,V-AILK_009-630978,4A,49,4,5,V-AILK_009,63,9,78,0
624,624,25-02-27 2212,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688742,Y-TSCT-4A4905.4,4A4905.4,Y-TSCT-Q02,4AA49,R342,T-TJCC0681-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610378,4A,49,5,4,V-AILK_009,61,3,78,0
625,625,25-02-27 2214,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689190,Y-TSCT-4A4904.4,4A4904.4,Y-TSCT-Q02,4AA49,R342,T-TJC97881-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630378,4A,49,4,4,V-AILK_009,63,3,78,0
626,626,25-02-27 2219,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3684460,Y-TSCT-4A4905.3,4A4905.3,Y-TSCT-Q02,4AA49,R342,T-TJC11123-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610278,4A,49,5,3,V-AILK_009,61,2,78,0
627,627,25-02-27 2221,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688948,Y-TSCT-4A4904.3,4A4904.3,Y-TSCT-Q02,4AA49,R342,T-TJC97006-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630278,4A,49,4,3,V-AILK_009,63,2,78,0
628,628,25-02-27 2235,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3684829,Y-TSCT-4A4905.2,4A4905.2,Y-TSCT-Q02,4AA49,R342,T-TJCC6128-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610878,4A,49,5,2,V-AILK_009,61,8,78,0
629,629,25-02-27 2237,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3687983,Y-TSCT-4A4904.2,4A4904.2,Y-TSCT-Q02,4AA49,R342,T-HBJ1Z885-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630878,4A,49,4,2,V-AILK_009,63,8,78,0
630,630,25-02-27 2252,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3688001,Y-TSCT-4A4910.4,4A4910.4,Y-TSCT-Q02,4AA49,R342,T-TJCC0681-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-611078,4A,49,10,4,V-AILK_009,61,10,78,0
631,631,25-02-27 2254,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3683437,Y-TSCT-4A4910.3,4A4910.3,Y-TSCT-Q02,4AA49,R342,T-TJC92306-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-631078,4A,49,10,3,V-AILK_009,63,10,78,0
632,632,25-02-27 2258,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3686185,Y-TSCT-4A4905.1,4A4905.1,Y-TSCT-Q02,4AA49,R342,T-TJCA8879-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-610580,4A,49,5,1,V-AILK_009,61,5,80,0
633,633,25-02-27 2301,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU3689287,Y-TSCT-4A4904.1,4A4904.1,Y-TSCT-Q02,4AA49,R342,T-TJC16537-2 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25805,V-AILK_009-630580,4A,49,4,1,V-AILK_009,63,5,80,0
634,634,25-02-27 2316,UNIT_YARD_MOVE,LOAD,EXPRT,MSDU2738713,Y-TSCT-4A4910.2,4A4910.2,Y-TSCT-Q02,4AA49,R342,T-TJCK6917-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,24900,V-AILK_009-610680,4A,49,10,2,V-AILK_009,61,6,80,0
635,635,25-02-27 2318,UNIT_YARD_MOVE,LOAD,EXPRT,MEDU2561153,Y-TSCT-4A4910.1,4A4910.1,Y-TSCT-Q02,4AA49,R342,T-TJCK0879-3 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25100,V-AILK_009-630680,4A,49,10,1,V-AILK_009,63,6,80,0
636,636,25-02-27 1757,UNIT_YARD_MOVE,LOAD,EXPRT,MSMU2744944,Y-TSCT-4A6503.4,4A6503.4,Y-TSCT-Q06,4AA65,R341,T-TJCA3600-1 (TQ),AILK_009,IQUQ2,CNTSN,NOM86,NOM20,22G1,25851,V-AILK_009-170914,4A,65,3,4,V-AILK_009,17,9,14,0
